City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Ankeny,US,2022-05-18 17:29:09,41.7297,-93.6058,72.19,79,75,6.91
279,Fos-Sur-Mer,FR,2022-05-18 17:29:10,43.4377,4.9446,82.65,60,0,14.97
280,Burtunay,RU,2022-05-18 17:29:10,42.9886,46.6303,50.02,84,18,5.5
281,Aquiraz,BR,2022-05-18 17:29:11,-3.9014,-38.3911,86.09,74,86,10.54
282,El Alto,PE,2022-05-18 17:29:11,-4.2714,-81.2147,76.66,64,100,10.63
283,Rio Gallegos,AR,2022-05-18 17:29:12,-51.6226,-69.2181,42.85,87,20,3.44
284,Masty,BY,2022-05-18 17:29:12,53.4122,24.5387,53.85,69,11,8.39
285,Tutoia,BR,2022-05-18 17:29:13,-2.7619,-42.2744,84.24,71,100,13.89
286,Margate,GB,2022-05-18 17:29:13,51.3813,1.3862,67.1,69,100,3.0
287,Ponta Do Sol,PT,2022-05-18 17:29:14,32.6667,-17.1,72.72,79,71,3.6
288,Lodwar,KE,2022-05-18 17:29:15,3.1191,35.5973,90.34,33,93,12.03
289,San Giorgio Del Sannio,IT,2022-05-18 17:29:15,41.0696,14.8522,73.44,44,0,10.45
290,Hofn,IS,2022-05-18 17:19:31,64.2539,-15.2082,46.42,87,100,6.91
291,Qaqortoq,GL,2022-05-18 17:29:16,60.7167,-46.0333,38.61,78,15,7.38
292,Linjiang,CN,2022-05-18 17:29:16,41.8069,126.9078,47.39,94,12,2.57
293,La Rioja,ES,2022-05-18 17:28:47,42.25,-2.5,82.18,32,100,5.57
